Date,Day,Time,Crime_Type,Lighting,Police_Presence,Crowd_Presence,Risk_Score,Risk_Level,Latitude,Longitude
04-09-2025,Thursday,17:43,Assault,Good,Medium,Low,61,Unsafe,28.45636,77.503746
07-06-2025,Saturday,02:31,Burglary,Poor,Medium,Low,77,Unsafe,28.466835,77.508775
07-02-2026,Saturday,10:08,Assault,Poor,Medium,Medium,68,Unsafe,28.476995,77.499843
16-08-2025,Saturday,01:39,Assault,Poor,Medium,Medium,78,Unsafe,28.46019,77.505398
26-05-2025,Monday,16:15,Theft,Moderate,Low,Medium,52,Moderate,28.457047,77.509809
09-12-2025,Tuesday,19:20,Robbery,Good,High,High,45,Moderate,28.458186,77.510596
20-09-2025,Saturday,01:07,Harassment,Moderate,Low,Low,72,Unsafe,28.470094,77.508769
02-06-2025,Monday,00:01,Harassment,Good,Medium,Medium,52,Moderate,28.470944,77.50634
01-12-2025,Monday,23:09,Robbery,Poor,Medium,Low,74,Unsafe,28.478787,77.495501
07-03-2026,Saturday,05:31,Theft,Good,High,High,38,Moderate,28.474679,77.486162
18-02-2026,Wednesday,22:32,Other,Good,Low,Low,54,Moderate,28.479003,77.492786
28-03-2026,Saturday,00:05,Assault,Good,Medium,Low,71,Unsafe,28.465517,77.508368
08-06-2025,Sunday,03:34,Other,Good,Low,Low,59,Moderate,28.471244,77.489618
11-11-2025,Tuesday,00:05,Assault,Good,High,High,55,Moderate,28.459633,77.505713
12-09-2025,Friday,07:22,Harassment,Poor,High,High,45,Moderate,28.465035,77.503687
14-01-2026,Wednesday,23:33,Other,Good,Medium,High,36,Moderate,28.471164,77.4914
30-03-2026,Monday,00:24,Other,Good,High,Low,45,Moderate,28.459041,77.500501
17-06-2025,Tuesday,10:09,Harassment,Good,Low,Medium,50,Moderate,28.471299,77.499309
14-02-2026,Saturday,15:08,Other,Poor,Low,Medium,56,Moderate,28.461433,77.492249
10-04-2025,Thursday,08:54,Robbery,Poor,Medium,Medium,63,Unsafe,28.4705,77.514363
15-05-2025,Thursday,01:40,Assault,Moderate,Medium,Medium,71,Unsafe,28.477521,77.490616
20-02-2026,Friday,17:25,Assault,Good,Low,High,59,Moderate,28.465439,77.48935
12-05-2025,Monday,23:05,Harassment,Good,Medium,Medium,47,Moderate,28.458874,77.496417
23-12-2025,Tuesday,11:34,Robbery,Moderate,High,Low,56,Moderate,28.46727,77.485432
02-12-2025,Tuesday,08:29,Other,Good,High,Low,35,Moderate,28.465794,77.486037
13-09-2025,Saturday,05:13,Theft,Poor,Low,High,65,Unsafe,28.474704,77.494219
11-10-2025,Saturday,13:38,Assault,Moderate,Low,Low,75,Unsafe,28.455719,77.504197
29-04-2025,Tuesday,05:07,Harassment,Moderate,Medium,Medium,58,Moderate,28.458249,77.493931
10-03-2026,Tuesday,11:34,Assault,Poor,High,Medium,62,Unsafe,28.469161,77.501171
10-06-2025,Tuesday,11:01,Harassment,Poor,Medium,Medium,55,Moderate,28.455557,77.502686
06-09-2025,Saturday,13:55,Burglary,Poor,High,Low,61,Unsafe,28.46643,77.493934
19-05-2025,Monday,15:30,Harassment,Good,Low,Medium,50,Moderate,28.4566,77.494249
25-10-2025,Saturday,06:47,Robbery,Good,Medium,Medium,50,Moderate,28.469003,77.485307
22-05-2025,Thursday,07:14,Assault,Poor,Low,High,72,Unsafe,28.457414,77.507386
17-07-2025,Thursday,18:43,Harassment,Poor,Medium,High,51,Moderate,28.475963,77.486221
06-08-2025,Wednesday,21:39,Robbery,Moderate,Medium,Medium,61,Unsafe,28.466944,77.506021
25-07-2025,Friday,03:41,Robbery,Moderate,High,Low,66,Unsafe,28.471394,77.510773
19-07-2025,Saturday,18:46,Assault,Moderate,Low,Low,75,Unsafe,28.479832,77.512668
03-05-2025,Saturday,19:34,Harassment,Moderate,High,Medium,47,Moderate,28.468969,77.487154
19-04-2025,Saturday,13:40,Other,Moderate,Low,Low,55,Moderate,28.473575,77.486544
02-10-2025,Thursday,17:23,Robbery,Poor,High,High,53,Moderate,28.457942,77.498286
25-10-2025,Saturday,11:28,Assault,Good,High,Low,55,Moderate,28.46921,77.494733
08-04-2025,Tuesday,16:48,Robbery,Good,Medium,Low,56,Moderate,28.468795,77.49059
08-05-2025,Thursday,02:49,Theft,Poor,High,Low,61,Unsafe,28.461451,77.494562
30-10-2025,Thursday,20:46,Harassment,Moderate,Low,Medium,61,Unsafe,28.473495,77.50564
26-09-2025,Friday,09:49,Assault,Moderate,Medium,High,57,Moderate,28.455498,77.507463
14-04-2025,Monday,03:01,Theft,Poor,Medium,Medium,61,Unsafe,28.474833,77.507719
15-03-2026,Sunday,14:48,Robbery,Good,Low,High,54,Moderate,28.456594,77.502376
06-08-2025,Wednesday,19:43,Assault,Moderate,High,Low,66,Unsafe,28.477541,77.498811
19-02-2026,Thursday,07:26,Assault,Moderate,Low,High,65,Unsafe,28.474385,77.504863
22-06-2025,Sunday,04:54,Other,Good,Low,High,49,Moderate,28.471935,77.488531
19-12-2025,Friday,14:50,Other,Poor,Low,Medium,56,Moderate,28.461031,77.50767
11-11-2025,Tuesday,03:19,Burglary,Moderate,Medium,High,60,Moderate,28.475016,77.49938
02-01-2026,Friday,10:18,Harassment,Moderate,High,Medium,42,Moderate,28.475514,77.508622
20-09-2025,Saturday,07:40,Burglary,Poor,Medium,Medium,61,Unsafe,28.473111,77.501064
30-08-2025,Saturday,09:59,Burglary,Good,High,High,38,Moderate,28.470589,77.491464
03-02-2026,Tuesday,13:33,Burglary,Moderate,Medium,Low,60,Moderate,28.459686,77.498122
25-05-2025,Sunday,17:35,Robbery,Good,Medium,Medium,50,Moderate,28.463943,77.485262
05-09-2025,Friday,04:09,Harassment,Poor,High,High,55,Moderate,28.469994,77.499344
27-07-2025,Sunday,00:17,Robbery,Good,Low,Medium,68,Unsafe,28.475607,77.494186
15-02-2026,Sunday,04:17,Burglary,Poor,Low,Low,85,Unsafe,28.468535,77.513709
28-08-2025,Thursday,03:26,Other,Moderate,Medium,Medium,51,Moderate,28.457694,77.496972
05-07-2025,Saturday,23:47,Burglary,Good,High,High,43,Moderate,28.470202,77.493109
02-01-2026,Friday,18:55,Assault,Good,High,Medium,49,Moderate,28.458278,77.512443
12-11-2025,Wednesday,01:49,Theft,Moderate,High,Medium,48,Moderate,28.460884,77.514672
28-08-2025,Thursday,07:21,Harassment,Poor,High,Low,55,Moderate,28.471845,77.503915
22-06-2025,Sunday,17:28,Assault,Good,Low,High,59,Moderate,28.460203,77.496547
27-07-2025,Sunday,10:35,Other,Poor,High,Medium,42,Moderate,28.466012,77.509582
19-08-2025,Tuesday,12:29,Burglary,Good,Low,Low,62,Unsafe,28.473076,77.506086
06-11-2025,Thursday,09:42,Burglary,Good,Medium,Medium,48,Moderate,28.476355,77.486905
21-06-2025,Saturday,05:55,Burglary,Moderate,Medium,Low,70,Unsafe,28.473437,77.495276
16-04-2025,Wednesday,11:15,Assault,Good,High,High,45,Moderate,28.461756,77.485445
03-12-2025,Wednesday,03:53,Other,Moderate,Medium,High,47,Moderate,28.463377,77.509172
22-12-2025,Monday,05:13,Robbery,Moderate,High,Medium,60,Moderate,28.460871,77.512501
04-02-2026,Wednesday,06:32,Robbery,Good,Low,High,54,Moderate,28.457985,77.494377
09-02-2026,Monday,14:14,Assault,Poor,High,High,58,Moderate,28.461906,77.507917
11-08-2025,Monday,21:51,Theft,Moderate,Low,Medium,57,Moderate,28.468384,77.512727
20-04-2025,Sunday,12:38,Robbery,Good,Medium,Low,56,Moderate,28.477229,77.486645
17-11-2025,Monday,14:42,Robbery,Poor,Medium,Medium,63,Unsafe,28.479506,77.509344
26-04-2025,Saturday,06:47,Robbery,Poor,Low,High,67,Unsafe,28.456461,77.504346
29-05-2025,Thursday,21:06,Robbery,Poor,High,Medium,62,Unsafe,28.466274,77.512982
28-01-2026,Wednesday,00:28,Theft,Good,Low,High,52,Moderate,28.461058,77.488751
23-11-2025,Sunday,00:24,Robbery,Moderate,High,High,56,Moderate,28.456196,77.485972
05-05-2025,Monday,13:45,Burglary,Good,High,Medium,42,Moderate,28.460415,77.5
04-03-2026,Wednesday,10:42,Theft,Moderate,Low,High,48,Moderate,28.455727,77.494427
15-01-2026,Thursday,04:03,Robbery,Moderate,Medium,High,62,Unsafe,28.461418,77.498863
31-05-2025,Saturday,21:21,Other,Moderate,Medium,High,42,Moderate,28.473184,77.491553
20-06-2025,Friday,15:26,Robbery,Poor,Medium,Low,69,Unsafe,28.463529,77.510178
28-08-2025,Thursday,12:15,Burglary,Poor,Medium,High,57,Moderate,28.474487,77.495038
18-03-2026,Wednesday,15:49,Burglary,Poor,Low,Medium,69,Unsafe,28.471302,77.505459
25-06-2025,Wednesday,10:07,Theft,Poor,Low,High,55,Moderate,28.464908,77.489701
08-04-2026,Wednesday,09:21,Other,Moderate,Low,Low,55,Moderate,28.45732,77.485433
10-11-2025,Monday,12:12,Theft,Moderate,High,High,34,Moderate,28.469361,77.504512
12-10-2025,Sunday,12:05,Harassment,Moderate,High,High,38,Moderate,28.477376,77.509433
06-05-2025,Tuesday,19:19,Assault,Good,Low,High,64,Unsafe,28.462714,77.507448
31-01-2026,Saturday,05:22,Robbery,Poor,Low,High,77,Unsafe,28.456845,77.499814
13-09-2025,Saturday,19:18,Robbery,Poor,Medium,Low,74,Unsafe,28.475423,77.486836
28-02-2026,Saturday,22:32,Other,Good,Medium,Medium,40,Moderate,28.471988,77.486674
06-12-2025,Saturday,01:59,Assault,Poor,High,Medium,72,Unsafe,28.470128,77.493538
04-09-2025,Thursday,06:13,Other,Moderate,High,Low,41,Moderate,28.459261,77.500041
22-02-2026,Sunday,00:28,Harassment,Good,Medium,Medium,52,Moderate,28.471069,77.506895
26-01-2026,Monday,16:40,Assault,Moderate,High,Medium,55,Moderate,28.475563,77.504102
07-09-2025,Sunday,02:05,Other,Moderate,Medium,High,47,Moderate,28.475243,77.497772
23-09-2025,Tuesday,15:52,Robbery,Poor,Low,Low,77,Unsafe,28.475348,77.510587
11-08-2025,Monday,07:55,Other,Good,High,Low,35,Moderate,28.477775,77.501352
15-08-2025,Friday,04:41,Other,Poor,Low,Low,72,Unsafe,28.464965,77.491167
14-06-2025,Saturday,01:54,Assault,Moderate,Low,Medium,79,Unsafe,28.461822,77.499134
27-10-2025,Monday,10:42,Other,Moderate,Medium,Low,47,Moderate,28.476983,77.493289
20-04-2025,Sunday,08:23,Robbery,Moderate,Medium,Medium,56,Moderate,28.456344,77.514655
03-07-2025,Thursday,11:37,Other,Poor,Low,Low,62,Unsafe,28.460451,77.486285
30-07-2025,Wednesday,01:01,Robbery,Good,High,Low,60,Moderate,28.474907,77.4852
12-07-2025,Saturday,20:26,Other,Good,Medium,High,36,Moderate,28.46413,77.497714
19-01-2026,Monday,04:12,Assault,Poor,Medium,High,74,Unsafe,28.474056,77.501999
31-05-2025,Saturday,09:27,Burglary,Good,High,Low,48,Moderate,28.461667,77.5101
05-12-2025,Friday,03:36,Burglary,Good,Medium,High,54,Moderate,28.471701,77.49753
29-07-2025,Tuesday,20:53,Harassment,Good,Medium,High,43,Moderate,28.456033,77.513397
18-10-2025,Saturday,19:00,Assault,Moderate,Low,High,70,Unsafe,28.456337,77.491478
06-12-2025,Saturday,16:49,Robbery,Good,High,Low,50,Moderate,28.459994,77.503545
17-05-2025,Saturday,21:15,Other,Poor,High,Medium,47,Moderate,28.456363,77.489196
10-04-2025,Thursday,02:50,Other,Poor,High,Medium,52,Moderate,28.469708,77.492902
18-05-2025,Sunday,13:18,Burglary,Poor,Medium,Medium,61,Unsafe,28.473121,77.498956
04-02-2026,Wednesday,06:21,Theft,Poor,Low,Low,65,Unsafe,28.478267,77.496861
31-05-2025,Saturday,03:10,Burglary,Poor,Medium,Medium,71,Unsafe,28.476051,77.502781
03-11-2025,Monday,19:19,Theft,Moderate,High,Low,49,Moderate,28.470121,77.49216
18-10-2025,Saturday,22:07,Robbery,Poor,Low,High,72,Unsafe,28.474564,77.486514
26-02-2026,Thursday,02:53,Other,Good,Medium,Low,51,Moderate,28.473912,77.499304
03-04-2026,Friday,15:25,Robbery,Good,Medium,Low,56,Moderate,28.473981,77.496178
13-06-2025,Friday,10:57,Theft,Poor,High,Medium,45,Moderate,28.456327,77.513692
10-06-2025,Tuesday,10:23,Other,Good,Medium,Low,41,Moderate,28.475139,77.487507
13-08-2025,Wednesday,14:26,Theft,Moderate,Low,Low,58,Moderate,28.479577,77.492019
01-09-2025,Monday,21:45,Burglary,Poor,Medium,High,62,Unsafe,28.474697,77.486877
18-02-2026,Wednesday,09:03,Assault,Moderate,High,Medium,55,Moderate,28.477633,77.504444
25-10-2025,Saturday,08:35,Harassment,Moderate,High,Medium,42,Moderate,28.478976,77.486256
15-03-2026,Sunday,20:34,Burglary,Moderate,Medium,High,55,Moderate,28.468203,77.501153
20-01-2026,Tuesday,17:44,Assault,Moderate,High,High,51,Moderate,28.479543,77.511499
10-03-2026,Tuesday,18:53,Harassment,Moderate,High,Low,48,Moderate,28.459751,77.488248
17-05-2025,Saturday,17:32,Theft,Moderate,Medium,Medium,44,Moderate,28.470781,77.50181
23-05-2025,Friday,02:55,Robbery,Moderate,Medium,Medium,66,Unsafe,28.468377,77.500658
22-06-2025,Sunday,02:57,Assault,Good,High,Low,65,Unsafe,28.455867,77.499866
26-03-2026,Thursday,12:39,Assault,Poor,Low,High,72,Unsafe,28.462724,77.498529
04-01-2026,Sunday,13:48,Robbery,Good,High,Medium,44,Moderate,28.456756,77.486744
31-10-2025,Friday,05:55,Assault,Moderate,Low,Medium,79,Unsafe,28.473817,77.49418
16-07-2025,Wednesday,14:21,Theft,Moderate,Medium,Low,50,Moderate,28.45734,77.51123
06-10-2025,Monday,02:34,Harassment,Moderate,Low,Medium,66,Unsafe,28.45537,77.493941
09-08-2025,Saturday,08:02,Assault,Moderate,High,Medium,55,Moderate,28.476733,77.489288
26-10-2025,Sunday,14:02,Theft,Moderate,High,Medium,38,Moderate,28.460306,77.497751
01-04-2026,Wednesday,10:03,Theft,Poor,Medium,Low,57,Moderate,28.471455,77.501255
28-10-2025,Tuesday,22:42,Burglary,Moderate,High,High,49,Moderate,28.471654,77.496775
01-01-2026,Thursday,08:24,Other,Good,Medium,High,31,Moderate,28.456281,77.488773
03-03-2026,Tuesday,12:06,Burglary,Poor,High,High,51,Moderate,28.471008,77.487313
02-10-2025,Thursday,23:25,Robbery,Good,High,Medium,49,Moderate,28.469861,77.508344
09-11-2025,Sunday,03:18,Harassment,Moderate,High,Medium,52,Moderate,28.459916,77.493359
26-07-2025,Saturday,21:51,Assault,Poor,High,Medium,67,Unsafe,28.479616,77.488643
28-12-2025,Sunday,03:08,Harassment,Moderate,Medium,Medium,58,Moderate,28.465534,77.486561
25-12-2025,Thursday,17:41,Harassment,Good,Medium,High,38,Moderate,28.470902,77.48968
21-11-2025,Friday,07:04,Other,Good,High,High,25,Safe,28.473348,77.498671
28-04-2025,Monday,01:42,Other,Moderate,Medium,Low,57,Moderate,28.472294,77.495526
09-01-2026,Friday,22:18,Theft,Moderate,Low,High,53,Moderate,28.455623,77.51404
31-10-2025,Friday,23:49,Robbery,Poor,Medium,Medium,68,Unsafe,28.456476,77.502573
23-10-2025,Thursday,15:35,Assault,Good,Medium,Medium,55,Moderate,28.460599,77.512534
14-08-2025,Thursday,05:07,Robbery,Good,High,Low,60,Moderate,28.464836,77.513524
04-11-2025,Tuesday,19:06,Robbery,Moderate,Medium,High,57,Moderate,28.461545,77.494567
04-01-2026,Sunday,12:20,Theft,Good,Medium,High,34,Moderate,28.473655,77.494754
15-02-2026,Sunday,01:36,Harassment,Poor,Medium,Low,71,Unsafe,28.477828,77.495498
19-06-2025,Thursday,12:37,Robbery,Good,High,High,40,Moderate,28.456272,77.508006
10-05-2025,Saturday,16:05,Theft,Poor,Medium,Medium,51,Moderate,28.461356,77.488382
10-10-2025,Friday,19:53,Harassment,Poor,Low,Medium,68,Unsafe,28.469944,77.49133
07-05-2025,Wednesday,17:42,Harassment,Poor,Medium,Low,61,Unsafe,28.4717,77.504156
16-03-2026,Monday,08:48,Theft,Poor,High,Medium,45,Moderate,28.463492,77.500093
20-02-2026,Friday,02:39,Theft,Moderate,Low,High,58,Moderate,28.467316,77.491905
28-01-2026,Wednesday,11:35,Burglary,Moderate,Medium,High,50,Moderate,28.458773,77.492079
07-01-2026,Wednesday,01:23,Other,Poor,Medium,Low,64,Unsafe,28.458597,77.503348
19-08-2025,Tuesday,19:56,Harassment,Poor,Medium,High,56,Moderate,28.462989,77.492686
07-05-2025,Wednesday,10:00,Robbery,Good,Medium,Medium,50,Moderate,28.455476,77.486887
14-10-2025,Tuesday,18:16,Theft,Poor,High,Medium,45,Moderate,28.460809,77.509895
25-12-2025,Thursday,01:54,Harassment,Good,Low,High,56,Moderate,28.474265,77.486214
04-12-2025,Thursday,19:39,Harassment,Poor,Low,Low,74,Unsafe,28.479651,77.509344
14-05-2025,Wednesday,13:18,Robbery,Poor,Medium,Medium,63,Unsafe,28.460305,77.490973
07-11-2025,Friday,19:24,Assault,Good,Low,High,64,Unsafe,28.470215,77.509442
05-09-2025,Friday,09:20,Other,Moderate,High,Low,41,Moderate,28.464197,77.514066
22-05-2025,Thursday,06:17,Harassment,Moderate,Medium,Medium,48,Moderate,28.476898,77.508435
10-03-2026,Tuesday,00:49,Robbery,Good,High,Medium,54,Moderate,28.465683,77.488055
01-12-2025,Monday,08:31,Theft,Poor,High,Low,51,Moderate,28.473975,77.489627
18-10-2025,Saturday,02:05,Robbery,Good,High,High,50,Moderate,28.470596,77.504816
27-09-2025,Saturday,06:38,Assault,Poor,Medium,Medium,68,Unsafe,28.477705,77.496737
14-04-2025,Monday,12:05,Theft,Good,Medium,Low,44,Moderate,28.460337,77.498371
17-12-2025,Wednesday,02:13,Burglary,Good,High,High,48,Moderate,28.464773,77.513612
20-06-2025,Friday,02:54,Harassment,Poor,High,Medium,59,Moderate,28.478179,77.506617
18-11-2025,Tuesday,03:36,Other,Poor,High,High,48,Moderate,28.462109,77.487839
18-11-2025,Tuesday,13:03,Burglary,Good,Medium,Low,54,Moderate,28.464351,77.511614
10-01-2026,Saturday,06:34,Theft,Good,High,Low,38,Moderate,28.463372,77.493502
11-07-2025,Friday,20:25,Theft,Moderate,Low,Medium,57,Moderate,28.472621,77.490914
26-08-2025,Tuesday,16:13,Robbery,Moderate,Low,Medium,64,Unsafe,28.457303,77.485384
12-06-2025,Thursday,02:14,Robbery,Poor,High,Medium,67,Unsafe,28.464097,77.499798
11-04-2025,Friday,21:15,Other,Moderate,Low,Low,60,Moderate,28.478321,77.488731
16-05-2025,Friday,23:54,Other,Poor,Medium,Medium,53,Moderate,28.465138,77.514439
02-02-2026,Monday,23:34,Other,Good,Low,High,44,Moderate,28.475673,77.514341
25-09-2025,Thursday,12:30,Burglary,Good,Medium,Low,54,Moderate,28.476003,77.488237
06-09-2025,Saturday,11:27,Other,Poor,High,High,38,Moderate,28.455103,77.486844
11-10-2025,Saturday,02:45,Assault,Moderate,High,Low,71,Unsafe,28.456199,77.494006
27-08-2025,Wednesday,20:22,Robbery,Moderate,Medium,Medium,61,Unsafe,28.478127,77.495276
22-09-2025,Monday,11:44,Theft,Moderate,Medium,Medium,44,Moderate,28.458628,77.507067
15-03-2026,Sunday,15:32,Robbery,Moderate,Medium,Medium,56,Moderate,28.455973,77.504439
21-03-2026,Saturday,00:19,Other,Poor,High,Medium,52,Moderate,28.472815,77.501836
15-08-2025,Friday,00:08,Burglary,Good,Medium,Low,64,Unsafe,28.475589,77.48966
17-09-2025,Wednesday,01:22,Harassment,Good,High,Medium,46,Moderate,28.466651,77.489471
06-11-2025,Thursday,22:44,Other,Poor,Low,Medium,61,Unsafe,28.469839,77.508811
03-06-2025,Tuesday,08:28,Burglary,Moderate,Medium,Low,60,Moderate,28.459553,77.489476
16-05-2025,Friday,15:11,Robbery,Good,Low,Low,64,Unsafe,28.46701,77.505523
19-07-2025,Saturday,07:14,Assault,Moderate,Medium,High,57,Moderate,28.463494,77.514904
28-11-2025,Friday,15:01,Harassment,Moderate,Low,Low,62,Unsafe,28.461759,77.493186
23-04-2025,Wednesday,22:43,Other,Poor,Medium,High,49,Moderate,28.471816,77.494682
01-11-2025,Saturday,07:57,Theft,Moderate,Low,High,48,Moderate,28.479088,77.512844
14-02-2026,Saturday,02:04,Robbery,Poor,Medium,Medium,73,Unsafe,28.462375,77.512777
02-12-2025,Tuesday,19:06,Harassment,Poor,High,High,50,Moderate,28.46134,77.513041
21-07-2025,Monday,23:47,Other,Moderate,High,High,36,Moderate,28.47351,77.514875
28-08-2025,Thursday,09:51,Assault,Moderate,Low,Medium,69,Unsafe,28.466796,77.490805
04-09-2025,Thursday,00:07,Harassment,Good,High,High,42,Moderate,28.459492,77.490222
08-03-2026,Sunday,19:33,Other,Poor,High,Low,53,Moderate,28.469538,77.51361
22-08-2025,Friday,17:13,Burglary,Good,Medium,Medium,48,Moderate,28.462564,77.497699
11-07-2025,Friday,14:45,Theft,Poor,Low,High,55,Moderate,28.456894,77.514775
27-10-2025,Monday,10:06,Theft,Poor,High,High,41,Moderate,28.463815,77.493604
14-05-2025,Wednesday,15:40,Theft,Poor,High,Low,51,Moderate,28.471844,77.490314
13-11-2025,Thursday,02:43,Robbery,Poor,Medium,High,69,Unsafe,28.457586,77.485655
27-08-2025,Wednesday,10:19,Theft,Poor,High,High,41,Moderate,28.455156,77.514175
26-02-2026,Thursday,23:10,Theft,Good,High,High,33,Moderate,28.46168,77.511924
12-08-2025,Tuesday,22:20,Harassment,Good,Low,Medium,55,Moderate,28.459736,77.504385
08-02-2026,Sunday,07:35,Assault,Poor,Medium,Medium,68,Unsafe,28.472876,77.511234
12-11-2025,Wednesday,14:52,Other,Good,Medium,Medium,35,Moderate,28.455247,77.496866
07-04-2026,Tuesday,16:00,Theft,Good,Low,Low,52,Moderate,28.455785,77.487137
27-10-2025,Monday,16:13,Burglary,Moderate,Medium,High,50,Moderate,28.458941,77.501792
09-08-2025,Saturday,12:05,Harassment,Poor,High,High,45,Moderate,28.455731,77.507399
04-10-2025,Saturday,13:11,Other,Poor,Medium,Medium,48,Moderate,28.475321,77.496843
27-11-2025,Thursday,22:37,Other,Moderate,High,High,36,Moderate,28.466864,77.485166
13-08-2025,Wednesday,14:58,Robbery,Good,High,High,40,Moderate,28.476541,77.49451
04-05-2025,Sunday,10:07,Theft,Poor,Medium,High,47,Moderate,28.464158,77.506164
11-06-2025,Wednesday,02:32,Harassment,Poor,Medium,High,61,Unsafe,28.471856,77.497577
25-10-2025,Saturday,13:26,Assault,Good,High,High,45,Moderate,28.477332,77.497324
23-03-2026,Monday,08:49,Burglary,Moderate,Low,Low,68,Unsafe,28.468695,77.511741
12-10-2025,Sunday,13:30,Assault,Poor,High,High,58,Moderate,28.467231,77.499635
28-01-2026,Wednesday,15:49,Other,Moderate,Medium,Medium,41,Moderate,28.479591,77.496435
17-09-2025,Wednesday,17:39,Theft,Poor,High,Medium,45,Moderate,28.45542,77.487241
10-03-2026,Tuesday,08:12,Assault,Poor,High,Low,68,Unsafe,28.460538,77.50512
23-10-2025,Thursday,16:51,Other,Good,Medium,High,31,Moderate,28.46948,77.497199
06-11-2025,Thursday,18:26,Other,Good,Medium,Medium,35,Moderate,28.476372,77.502999
29-03-2026,Sunday,05:21,Theft,Moderate,Medium,Medium,54,Moderate,28.460112,77.502532
09-08-2025,Saturday,17:59,Other,Good,Medium,High,31,Moderate,28.469483,77.50975
30-09-2025,Tuesday,07:52,Harassment,Good,Low,Medium,50,Moderate,28.460687,77.486047
31-12-2025,Wednesday,04:23,Other,Poor,High,High,48,Moderate,28.472604,77.495418
24-01-2026,Saturday,01:57,Other,Moderate,High,Low,51,Moderate,28.469578,77.512763
06-08-2025,Wednesday,08:07,Robbery,Poor,High,High,53,Moderate,28.455718,77.493931
01-02-2026,Sunday,15:50,Harassment,Poor,Low,Low,69,Unsafe,28.471608,77.490379
13-05-2025,Tuesday,07:46,Other,Moderate,Low,High,45,Moderate,28.466875,77.4976
08-03-2026,Sunday,12:47,Robbery,Moderate,High,Low,56,Moderate,28.459232,77.486235
13-01-2026,Tuesday,07:39,Robbery,Moderate,Medium,Medium,56,Moderate,28.47169,77.489939
05-06-2025,Thursday,22:58,Burglary,Poor,Low,Medium,74,Unsafe,28.476551,77.504305
03-07-2025,Thursday,10:56,Harassment,Moderate,Low,High,52,Moderate,28.47132,77.488698
02-08-2025,Saturday,06:02,Other,Poor,High,Low,48,Moderate,28.47933,77.485972
21-03-2026,Saturday,17:40,Other,Moderate,Medium,Medium,41,Moderate,28.460494,77.485831
20-07-2025,Sunday,18:53,Other,Poor,High,Low,48,Moderate,28.466512,77.504436
19-02-2026,Thursday,06:25,Burglary,Good,Medium,High,44,Moderate,28.457338,77.497211
15-06-2025,Sunday,16:10,Burglary,Moderate,High,Medium,48,Moderate,28.469844,77.486594
03-07-2025,Thursday,16:29,Assault,Good,Medium,High,51,Moderate,28.471573,77.514248
27-12-2025,Saturday,12:43,Assault,Moderate,High,High,51,Moderate,28.479617,77.489725
23-04-2025,Wednesday,15:00,Burglary,Moderate,Low,Medium,62,Unsafe,28.46971,77.48579
15-02-2026,Sunday,10:30,Harassment,Moderate,High,Low,48,Moderate,28.456876,77.487618
16-02-2026,Monday,08:36,Robbery,Moderate,Low,High,60,Moderate,28.47647,77.487578
10-10-2025,Friday,09:25,Harassment,Moderate,Low,Low,62,Unsafe,28.477626,77.510565
16-11-2025,Sunday,11:12,Robbery,Poor,Low,Low,77,Unsafe,28.477558,77.499732
01-11-2025,Saturday,23:57,Theft,Good,Low,Low,57,Moderate,28.471711,77.511551
19-07-2025,Saturday,09:21,Robbery,Good,Low,Low,64,Unsafe,28.466431,77.489465
18-09-2025,Thursday,22:48,Burglary,Good,Low,Medium,61,Unsafe,28.470198,77.508082
22-12-2025,Monday,05:19,Harassment,Poor,High,Low,65,Unsafe,28.478596,77.498536
28-02-2026,Saturday,23:45,Harassment,Good,Medium,High,43,Moderate,28.479395,77.491279
21-02-2026,Saturday,22:33,Robbery,Moderate,Medium,Medium,61,Unsafe,28.479285,77.503393
27-08-2025,Wednesday,10:46,Theft,Good,Low,Medium,46,Moderate,28.468157,77.492191
27-12-2025,Saturday,22:29,Assault,Moderate,Low,Medium,74,Unsafe,28.461067,77.509222
01-06-2025,Sunday,22:15,Assault,Moderate,High,High,56,Moderate,28.470049,77.505923
23-12-2025,Tuesday,18:21,Robbery,Moderate,High,Low,56,Moderate,28.456017,77.504023
27-09-2025,Saturday,06:42,Assault,Poor,Medium,Medium,68,Unsafe,28.455877,77.507158
13-12-2025,Saturday,06:09,Harassment,Poor,Low,Low,69,Unsafe,28.473726,77.50818
11-06-2025,Wednesday,21:45,Other,Poor,Medium,Medium,53,Moderate,28.468597,77.487545
04-02-2026,Wednesday,03:13,Harassment,Poor,Medium,High,61,Unsafe,28.471019,77.492887
09-07-2025,Wednesday,19:22,Harassment,Poor,Medium,Medium,60,Moderate,28.467961,77.499364
29-05-2025,Thursday,03:26,Assault,Good,High,Medium,59,Moderate,28.456622,77.49626
28-06-2025,Saturday,07:20,Burglary,Moderate,High,High,44,Moderate,28.461806,77.513487
30-09-2025,Tuesday,22:50,Robbery,Poor,Low,Medium,76,Unsafe,28.470189,77.49966
09-04-2025,Wednesday,00:17,Assault,Moderate,Low,High,75,Unsafe,28.476539,77.48548
13-11-2025,Thursday,13:36,Burglary,Moderate,High,Low,54,Moderate,28.467595,77.50363
20-05-2025,Tuesday,01:35,Other,Moderate,Low,High,55,Moderate,28.460888,77.491751
01-07-2025,Tuesday,17:16,Harassment,Poor,High,Medium,49,Moderate,28.465935,77.48927
